"Data","nominal","curs","cdx"
"2016-01-01",1,"340.01","Доллар США"
"2016-01-02",1,"340.01","Доллар США"
"2016-01-03",1,"340.01","Доллар США"
"2016-01-04",1,"340.01","Доллар США"
"2016-01-05",1,"340.01","Доллар США"
"2016-01-06",1,"343.14","Доллар США"
"2016-01-07",1,"345.01","Доллар США"
"2016-01-08",1,"345.01","Доллар США"
"2016-01-09",1,"351.88","Доллар США"
"2016-01-10",1,"351.88","Доллар США"
"2016-01-11",1,"351.88","Доллар США"
"2016-01-12",1,"356.88","Доллар США"
"2016-01-13",1,"365.07","Доллар США"
"2016-01-14",1,"364.89","Доллар США"
"2016-01-15",1,"365.23","Доллар США"
"2016-01-16",1,"360.9","Доллар США"
"2016-01-17",1,"360.9","Доллар США"
"2016-01-18",1,"360.9","Доллар США"
"2016-01-19",1,"374.31","Доллар США"
"2016-01-20",1,"377.7","Доллар США"
"2016-01-21",1,"374.6","Доллар США"
"2016-01-22",1,"383.91","Доллар США"
"2016-01-23",1,"381.16","Доллар США"
"2016-01-24",1,"381.16","Доллар США"
"2016-01-25",1,"381.16","Доллар США"
"2016-01-26",1,"372.89","Доллар США"
"2016-01-27",1,"380.3","Доллар США"
"2016-01-28",1,"375.49","Доллар США"
"2016-01-29",1,"371.55","Доллар США"
"2016-01-30",1,"364.79","Доллар США"
"2016-01-31",1,"364.79","Доллар США"
"2016-02-01",1,"364.79","Доллар США"
"2016-02-02",1,"360.45","Доллар США"
"2016-02-03",1,"369.15","Доллар США"
"2016-02-04",1,"375.25","Доллар США"
"2016-02-05",1,"363.34","Доллар США"
"2016-02-06",1,"363.72","Доллар США"
"2016-02-07",1,"363.72","Доллар США"
"2016-02-08",1,"363.72","Доллар США"
"2016-02-09",1,"359.89","Доллар США"
"2016-02-10",1,"360.37","Доллар США"
"2016-02-11",1,"362.23","Доллар США"
"2016-02-12",1,"360.31","Доллар США"
"2016-02-13",1,"368.17","Доллар США"
"2016-02-14",1,"368.17","Доллар США"
"2016-02-15",1,"368.17","Доллар США"
"2016-02-16",1,"362.1","Доллар США"
"2016-02-17",1,"357.71","Доллар США"
"2016-02-18",1,"359.23","Доллар США"
"2016-02-19",1,"350.58","Доллар США"
"2016-02-20",1,"355.45","Доллар США"
"2016-02-21",1,"355.45","Доллар США"
"2016-02-22",1,"355.45","Доллар США"
"2016-02-23",1,"351.77","Доллар США"
"2016-02-24",1,"348.69","Доллар США"
"2016-02-25",1,"348.96","Доллар США"
"2016-02-26",1,"350.25","Доллар США"
"2016-02-27",1,"349.82","Доллар США"
"2016-02-28",1,"349.82","Доллар США"
"2016-02-29",1,"349.82","Доллар США"
"2016-03-01",1,"348.78","Доллар США"
"2016-03-02",1,"347.96","Доллар США"
"2016-03-03",1,"346.56","Доллар США"
"2016-03-04",1,"345.65","Доллар США"
"2016-03-05",1,"345.22","Доллар США"
"2016-03-06",1,"345.02","Доллар США"
"2016-03-07",1,"345.02","Доллар США"
"2016-03-08",1,"345.02","Доллар США"
"2016-03-09",1,"345.02","Доллар США"
"2016-03-10",1,"344.8","Доллар США"
"2016-03-11",1,"344.19","Доллар США"
"2016-03-12",1,"343.92","Доллар США"
"2016-03-13",1,"343.92","Доллар США"
"2016-03-14",1,"343.92","Доллар США"
"2016-03-15",1,"343.32","Доллар США"
"2016-03-16",1,"343.23","Доллар США"
"2016-03-17",1,"346.61","Доллар США"
"2016-03-18",1,"346.05","Доллар США"
"2016-03-19",1,"345.73","Доллар США"
"2016-03-20",1,"345.73","Доллар США"
"2016-03-21",1,"345.73","Доллар США"
"2016-03-22",1,"345.73","Доллар США"
"2016-03-23",1,"345.73","Доллар США"
"2016-03-24",1,"345.73","Доллар США"
"2016-03-25",1,"346.97","Доллар США"
"2016-03-26",1,"343.83","Доллар США"
"2016-03-27",1,"343.83","Доллар США"
"2016-03-28",1,"343.83","Доллар США"
"2016-03-29",1,"340.15","Доллар США"
"2016-03-30",1,"341.51","Доллар США"
"2016-03-31",1,"343.06","Доллар США"
"2016-04-01",1,"343.62","Доллар США"
"2016-04-02",1,"342.49","Доллар США"
"2016-04-03",1,"342.49","Доллар США"
"2016-04-04",1,"342.49","Доллар США"
"2016-04-05",1,344,"Доллар США"
"2016-04-06",1,"345.52","Доллар США"
"2016-04-07",1,"344.54","Доллар США"
"2016-04-08",1,"341.19","Доллар США"
"2016-04-09",1,"340.31","Доллар США"
"2016-04-10",1,"340.31","Доллар США"
"2016-04-11",1,"340.31","Доллар США"
"2016-04-12",1,"336.87","Доллар США"
"2016-04-13",1,"335.64","Доллар США"
"2016-04-14",1,"333.76","Доллар США"
"2016-04-15",1,"334.7","Доллар США"
"2016-04-16",1,"334.41","Доллар США"
"2016-04-17",1,"334.41","Доллар США"
"2016-04-18",1,"334.41","Доллар США"
"2016-04-19",1,"340.23","Доллар США"
"2016-04-20",1,"337.99","Доллар США"
"2016-04-21",1,"337.14","Доллар США"
"2016-04-22",1,"332.51","Доллар США"
"2016-04-23",1,"334.59","Доллар США"
"2016-04-24",1,"334.59","Доллар США"
"2016-04-25",1,"334.59","Доллар США"
"2016-04-26",1,"333.81","Доллар США"
"2016-04-27",1,"333.26","Доллар США"
"2016-04-28",1,"331.08","Доллар США"
"2016-04-29",1,"330.41","Доллар США"
"2016-04-30",1,"327.66","Доллар США"
"2016-05-01",1,"327.66","Доллар США"
"2016-05-02",1,"327.66","Доллар США"
"2016-05-03",1,"327.66","Доллар США"
"2016-05-04",1,"329.21","Доллар США"
"2016-05-05",1,"332.51","Доллар США"
"2016-05-06",1,"335.71","Доллар США"
"2016-05-07",1,"334.6","Доллар США"
"2016-05-08",1,"334.6","Доллар США"
"2016-05-09",1,"334.6","Доллар США"
"2016-05-10",1,"334.6","Доллар США"
"2016-05-11",1,"334.6","Доллар США"
"2016-05-12",1,"333.23","Доллар США"
"2016-05-13",1,"329.79","Доллар США"
"2016-05-14",1,"329.11","Доллар США"
"2016-05-15",1,"329.11","Доллар США"
"2016-05-16",1,"329.11","Доллар США"
"2016-05-17",1,"327.88","Доллар США"
"2016-05-18",1,"328.07","Доллар США"
"2016-05-19",1,"329.89","Доллар США"
"2016-05-20",1,"334.89","Доллар США"
"2016-05-21",1,"335.01","Доллар США"
"2016-05-22",1,"335.01","Доллар США"
"2016-05-23",1,"335.01","Доллар США"
"2016-05-24",1,"336.37","Доллар США"
"2016-05-25",1,"336.48","Доллар США"
"2016-05-26",1,"336.24","Доллар США"
"2016-05-27",1,"333.09","Доллар США"
"2016-05-28",1,"335.48","Доллар США"
"2016-05-29",1,"335.48","Доллар США"
"2016-05-30",1,"335.48","Доллар США"
"2016-05-31",1,"336.73","Доллар США"
"2016-06-01",1,"335.84","Доллар США"
"2016-06-02",1,"336.86","Доллар США"
"2016-06-03",1,"337.71","Доллар США"
"2016-06-04",1,"337.77","Доллар США"
"2016-06-05",1,"337.77","Доллар США"
"2016-06-06",1,"337.77","Доллар США"
"2016-06-07",1,"335.1","Доллар США"
"2016-06-08",1,"333.88","Доллар США"
"2016-06-09",1,"331.59","Доллар США"
"2016-06-10",1,"330.16","Доллар США"
"2016-06-11",1,"333.97","Доллар США"
"2016-06-12",1,"333.97","Доллар США"
"2016-06-13",1,"333.97","Доллар США"
"2016-06-14",1,"335.81","Доллар США"
"2016-06-15",1,"337.65","Доллар США"
"2016-06-16",1,"338.75","Доллар США"
"2016-06-17",1,"337.96","Доллар США"
"2016-06-18",1,"338.59","Доллар США"
"2016-06-19",1,"338.59","Доллар США"
"2016-06-20",1,"338.59","Доллар США"
"2016-06-21",1,"335.89","Доллар США"
"2016-06-22",1,"335.87","Доллар США"
"2016-06-23",1,"336.73","Доллар США"
"2016-06-24",1,"336.63","Доллар США"
"2016-06-25",1,"339.69","Доллар США"
"2016-06-26",1,"339.69","Доллар США"
"2016-06-27",1,"339.69","Доллар США"
"2016-06-28",1,"339.1","Доллар США"
"2016-06-29",1,"339.12","Доллар США"
"2016-06-30",1,"338.87","Доллар США"
"2016-07-01",1,"338.66","Доллар США"
"2016-07-02",1,"338.04","Доллар США"
"2016-07-03",1,"338.04","Доллар США"
"2016-07-04",1,"338.04","Доллар США"
"2016-07-05",1,"337.39","Доллар США"
"2016-07-06",1,"337.07","Доллар США"
"2016-07-07",1,"337.07","Доллар США"
"2016-07-08",1,"337.26","Доллар США"
"2016-07-09",1,"338.46","Доллар США"
"2016-07-10",1,"338.46","Доллар США"
"2016-07-11",1,"338.46","Доллар США"
"2016-07-12",1,"337.71","Доллар США"
"2016-07-13",1,"338.51","Доллар США"
"2016-07-14",1,"338.35","Доллар США"
"2016-07-15",1,"338.95","Доллар США"
"2016-07-16",1,"338.52","Доллар США"
"2016-07-17",1,"338.52","Доллар США"
"2016-07-18",1,"338.52","Доллар США"
"2016-07-19",1,"338.88","Доллар США"
"2016-07-20",1,"338.72","Доллар США"
"2016-07-21",1,"339.9","Доллар США"
"2016-07-22",1,"342.23","Доллар США"
"2016-07-23",1,"341.51","Доллар США"
"2016-07-24",1,"341.51","Доллар США"
"2016-07-25",1,"341.51","Доллар США"
"2016-07-26",1,"343.88","Доллар США"
"2016-07-27",1,"350.2","Доллар США"
"2016-07-28",1,"352.13","Доллар США"
"2016-07-29",1,"352.75","Доллар США"
"2016-07-30",1,"352.25","Доллар США"
"2016-07-31",1,"352.25","Доллар США"
"2016-08-01",1,"352.25","Доллар США"
"2016-08-02",1,"352.1","Доллар США"
"2016-08-03",1,"353.7","Доллар США"
"2016-08-04",1,"354.01","Доллар США"
"2016-08-05",1,"352.06","Доллар США"
"2016-08-06",1,"348.97","Доллар США"
"2016-08-07",1,"348.97","Доллар США"
"2016-08-08",1,"348.97","Доллар США"
"2016-08-09",1,"348.35","Доллар США"
"2016-08-10",1,"345.89","Доллар США"
"2016-08-11",1,"346.42","Доллар США"
"2016-08-12",1,"347.18","Доллар США"
"2016-08-13",1,"344.46","Доллар США"
"2016-08-14",1,"344.46","Доллар США"
"2016-08-15",1,"344.46","Доллар США"
"2016-08-16",1,"343.39","Доллар США"
"2016-08-17",1,"343.73","Доллар США"
"2016-08-18",1,"341.2","Доллар США"
"2016-08-19",1,"340.09","Доллар США"
"2016-08-20",1,"338.51","Доллар США"
"2016-08-21",1,"338.51","Доллар США"
"2016-08-22",1,"338.51","Доллар США"
"2016-08-23",1,"338.82","Доллар США"
"2016-08-24",1,341,"Доллар США"
"2016-08-25",1,"338.83","Доллар США"
"2016-08-26",1,"339.5","Доллар США"
"2016-08-27",1,"338.73","Доллар США"
"2016-08-28",1,"338.73","Доллар США"
"2016-08-29",1,"338.73","Доллар США"
"2016-08-30",1,"338.98","Доллар США"
"2016-08-31",1,"338.98","Доллар США"
"2016-09-01",1,"340.1","Доллар США"
"2016-09-02",1,"341.06","Доллар США"
"2016-09-03",1,"341.97","Доллар США"
"2016-09-04",1,"341.97","Доллар США"
"2016-09-05",1,"341.97","Доллар США"
"2016-09-06",1,"340.9","Доллар США"
"2016-09-07",1,"339.8","Доллар США"
"2016-09-08",1,"337.57","Доллар США"
"2016-09-09",1,"337.16","Доллар США"
"2016-09-10",1,"337.41","Доллар США"
"2016-09-11",1,"337.41","Доллар США"
"2016-09-12",1,"337.41","Доллар США"
"2016-09-13",1,"337.41","Доллар США"
"2016-09-14",1,"337.64","Доллар США"
"2016-09-15",1,"338.86","Доллар США"
"2016-09-16",1,"339.5","Доллар США"
"2016-09-17",1,"339.5","Доллар США"
"2016-09-18",1,"339.5","Доллар США"
"2016-09-19",1,"339.5","Доллар США"
"2016-09-20",1,"339.35","Доллар США"
"2016-09-21",1,"339.4","Доллар США"
"2016-09-22",1,"338.96","Доллар США"
"2016-09-23",1,"337.78","Доллар США"
"2016-09-24",1,"337.37","Доллар США"
"2016-09-25",1,"337.37","Доллар США"
"2016-09-26",1,"337.37","Доллар США"
"2016-09-27",1,"337.56","Доллар США"
"2016-09-28",1,"337.16","Доллар США"
"2016-09-29",1,"336.99","Доллар США"
"2016-09-30",1,"334.93","Доллар США"
"2016-10-01",1,"335.46","Доллар США"
"2016-10-02",1,"335.46","Доллар США"
"2016-10-03",1,"335.46","Доллар США"
"2016-10-04",1,"335.09","Доллар США"
"2016-10-05",1,"333.59","Доллар США"
"2016-10-06",1,"332.75","Доллар США"
"2016-10-07",1,"332.69","Доллар США"
"2016-10-08",1,"331.41","Доллар США"
"2016-10-09",1,"331.41","Доллар США"
"2016-10-10",1,"331.41","Доллар США"
"2016-10-11",1,"332.14","Доллар США"
"2016-10-12",1,"330.37","Доллар США"
"2016-10-13",1,"330.71","Доллар США"
"2016-10-14",1,"331.36","Доллар США"
"2016-10-15",1,"331.01","Доллар США"
"2016-10-16",1,"331.01","Доллар США"
"2016-10-17",1,"331.01","Доллар США"
"2016-10-18",1,"331.74","Доллар США"
"2016-10-19",1,"332.12","Доллар США"
"2016-10-20",1,"332.18","Доллар США"
"2016-10-21",1,"330.56","Доллар США"
"2016-10-22",1,"331.4","Доллар США"
"2016-10-23",1,"331.4","Доллар США"
"2016-10-24",1,"331.4","Доллар США"
"2016-10-25",1,"330.24","Доллар США"
"2016-10-26",1,"330.12","Доллар США"
"2016-10-27",1,"331.18","Доллар США"
"2016-10-28",1,"332.6","Доллар США"
"2016-10-29",1,"333.5","Доллар США"
"2016-10-30",1,"333.5","Доллар США"
"2016-10-31",1,"333.5","Доллар США"
"2016-11-01",1,"335.12","Доллар США"
"2016-11-02",1,336,"Доллар США"
"2016-11-03",1,"337.66","Доллар США"
"2016-11-04",1,"338.35","Доллар США"
"2016-11-05",1,"338.84","Доллар США"
"2016-11-06",1,"338.84","Доллар США"
"2016-11-07",1,"338.84","Доллар США"
"2016-11-08",1,"339.99","Доллар США"
"2016-11-09",1,"339.75","Доллар США"
"2016-11-10",1,"341.18","Доллар США"
"2016-11-11",1,"338.33","Доллар США"
"2016-11-12",1,"340.63","Доллар США"
"2016-11-13",1,"340.63","Доллар США"
"2016-11-14",1,"340.63","Доллар США"
"2016-11-15",1,"343.23","Доллар США"
"2016-11-16",1,"344.56","Доллар США"
"2016-11-17",1,"340.05","Доллар США"
"2016-11-18",1,"341.22","Доллар США"
"2016-11-19",1,"341.07","Доллар США"
"2016-11-20",1,"341.07","Доллар США"
"2016-11-21",1,"341.07","Доллар США"
"2016-11-22",1,"338.99","Доллар США"
"2016-11-23",1,"335.48","Доллар США"
"2016-11-24",1,"334.5","Доллар США"
"2016-11-25",1,"335.69","Доллар США"
"2016-11-26",1,"337.86","Доллар США"
"2016-11-27",1,"337.86","Доллар США"
"2016-11-28",1,"337.86","Доллар США"
"2016-11-29",1,"340.24","Доллар США"
"2016-11-30",1,"340.3","Доллар США"
"2016-12-01",1,"341.44","Доллар США"
"2016-12-02",1,"341.44","Доллар США"
"2016-12-03",1,"335.71","Доллар США"
"2016-12-04",1,"335.71","Доллар США"
"2016-12-05",1,"335.71","Доллар США"
"2016-12-06",1,"334.48","Доллар США"
"2016-12-07",1,"335.61","Доллар США"
"2016-12-08",1,"336.23","Доллар США"
"2016-12-09",1,"334.89","Доллар США"
"2016-12-10",1,"334.31","Доллар США"
"2016-12-11",1,"334.31","Доллар США"
"2016-12-12",1,"334.31","Доллар США"
"2016-12-13",1,"331.12","Доллар США"
"2016-12-14",1,"330.24","Доллар США"
"2016-12-15",1,"331.25","Доллар США"
"2016-12-16",1,"334.88","Доллар США"
"2016-12-17",1,"334.88","Доллар США"
"2016-12-18",1,"334.88","Доллар США"
"2016-12-19",1,"334.88","Доллар США"
"2016-12-20",1,"334.88","Доллар США"
"2016-12-21",1,"334.79","Доллар США"
"2016-12-22",1,"332.9","Доллар США"
"2016-12-23",1,"332.09","Доллар США"
"2016-12-24",1,"328.91","Доллар США"
"2016-12-25",1,"328.91","Доллар США"
"2016-12-26",1,"328.91","Доллар США"
"2016-12-27",1,"332.88","Доллар США"
"2016-12-28",1,"333.34","Доллар США"
"2016-12-29",1,"332.61","Доллар США"
"2016-12-30",1,"333.28","Доллар США"
"2016-12-31",1,"333.29","Доллар США"
"2017-01-01",1,"333.29","Доллар США"
"2017-01-02",1,"333.29","Доллар США"
"2017-01-03",1,"333.29","Доллар США"
"2017-01-04",1,"333.29","Доллар США"
"2017-01-05",1,"334.51","Доллар США"
"2017-01-06",1,"332.56","Доллар США"
"2017-01-07",1,"330.67","Доллар США"
"2017-01-08",1,"330.67","Доллар США"
"2017-01-09",1,"330.67","Доллар США"
"2017-01-10",1,"330.54","Доллар США"
"2017-01-11",1,"332.85","Доллар США"
"2017-01-12",1,"333.96","Доллар США"
"2017-01-13",1,"331.85","Доллар США"
"2017-01-14",1,"332.06","Доллар США"
"2017-01-15",1,"332.06","Доллар США"
"2017-01-16",1,"332.06","Доллар США"
"2017-01-17",1,"333.25","Доллар США"
"2017-01-18",1,"332.68","Доллар США"
"2017-01-19",1,"330.55","Доллар США"
"2017-01-20",1,"331.08","Доллар США"
"2017-01-21",1,"331.87","Доллар США"
"2017-01-22",1,"331.87","Доллар США"
"2017-01-23",1,"331.87","Доллар США"
"2017-01-24",1,"331.42","Доллар США"
"2017-01-25",1,"328.49","Доллар США"
"2017-01-26",1,"327.86","Доллар США"
"2017-01-27",1,"328.28","Доллар США"
"2017-01-28",1,"328.73","Доллар США"
"2017-01-29",1,"328.73","Доллар США"
"2017-01-30",1,"328.73","Доллар США"
"2017-01-31",1,"326.25","Доллар США"
"2017-02-01",1,"324.24","Доллар США"
"2017-02-02",1,"324.36","Доллар США"
"2017-02-03",1,325,"Доллар США"
"2017-02-04",1,"322.92","Доллар США"
"2017-02-05",1,"322.92","Доллар США"
"2017-02-06",1,"322.92","Доллар США"
"2017-02-07",1,"321.8","Доллар США"
"2017-02-08",1,"323.05","Доллар США"
"2017-02-09",1,"324.62","Доллар США"
"2017-02-10",1,"323.96","Доллар США"
"2017-02-11",1,"323.3","Доллар США"
"2017-02-12",1,"323.3","Доллар США"
"2017-02-13",1,"323.3","Доллар США"
"2017-02-14",1,"321.95","Доллар США"
"2017-02-15",1,"322.49","Доллар США"
"2017-02-16",1,"320.7","Доллар США"
"2017-02-17",1,"319.42","Доллар США"
"2017-02-18",1,"318.61","Доллар США"
"2017-02-19",1,"318.61","Доллар США"
"2017-02-20",1,"318.61","Доллар США"
"2017-02-21",1,"319.19","Доллар США"
"2017-02-22",1,"317.26","Доллар США"
"2017-02-23",1,"314.09","Доллар США"
"2017-02-24",1,"312.65","Доллар США"
"2017-02-25",1,"311.49","Доллар США"
"2017-02-26",1,"311.49","Доллар США"
"2017-02-27",1,"311.49","Доллар США"
"2017-02-28",1,"312.47","Доллар США"
"2017-03-01",1,"312.76","Доллар США"
"2017-03-02",1,"313.79","Доллар США"
"2017-03-03",1,315,"Доллар США"
"2017-03-04",1,"317.46","Доллар США"
"2017-03-05",1,"317.46","Доллар США"
"2017-03-06",1,"317.46","Доллар США"
"2017-03-07",1,"316.26","Доллар США"
"2017-03-08",1,"315.16","Доллар США"
"2017-03-09",1,"315.16","Доллар США"
"2017-03-10",1,"316.81","Доллар США"
"2017-03-11",1,"317.97","Доллар США"
"2017-03-12",1,"317.97","Доллар США"
"2017-03-13",1,"317.97","Доллар США"
"2017-03-14",1,"318.07","Доллар США"
"2017-03-15",1,"317.96","Доллар США"
"2017-03-16",1,"319.02","Доллар США"
"2017-03-17",1,"317.63","Доллар США"
"2017-03-18",1,"315.05","Доллар США"
"2017-03-19",1,"315.55","Доллар США"
"2017-03-20",1,"315.55","Доллар США"
"2017-03-21",1,"315.55","Доллар США"
"2017-03-22",1,"315.55","Доллар США"
"2017-03-23",1,"315.55","Доллар США"
"2017-03-24",1,"315.55","Доллар США"
"2017-03-25",1,"316.56","Доллар США"
"2017-03-26",1,"316.56","Доллар США"
"2017-03-27",1,"316.56","Доллар США"
"2017-03-28",1,"315.43","Доллар США"
"2017-03-29",1,"314.83","Доллар США"
"2017-03-30",1,"315.15","Доллар США"
"2017-03-31",1,"314.79","Доллар США"
"2017-04-01",1,"313.73","Доллар США"
"2017-04-02",1,"313.73","Доллар США"
"2017-04-03",1,"313.73","Доллар США"
"2017-04-04",1,"313.49","Доллар США"
"2017-04-05",1,"312.69","Доллар США"
"2017-04-06",1,"312.08","Доллар США"
"2017-04-07",1,"312.94","Доллар США"
"2017-04-08",1,"313.02","Доллар США"
"2017-04-09",1,"313.02","Доллар США"
